Tweet id,Tweet permalink,Tweet text,time,impressions,engagements,engagement rate,retweets,replies,likes,user profile clicks,url clicks,hashtag clicks,detail expands,permalink clicks,app opens,app installs,follows,email tweet,dial phone,media views,media engagements,promoted impressions,promoted engagements,promoted engagement rate,promoted retweets,promoted replies,promoted likes,promoted user profile clicks,promoted url clicks,promoted hashtag clicks,promoted detail expands,promoted permalink clicks,promoted app opens,promoted app installs,promoted follows,promoted email tweet,promoted dial phone,promoted media views,promoted media engagements
1.18584E+18,https://twitter.com/dhurtladki/status/1185843055372324864,@Sandy49363539 @Paras36613627 @Abhishe64537509 @tripathi_kalpna @MaheshNayak221 @DEVA_MAAHI @sandeepgpt506 @Skm68161011 @AmitM151 @PrafulbhaiPopa8 @krishdeewani_ @bhole_ki_ladli @ModiBihar @mrraisahab @SunitaJ91849095 @desh1947 Done everyone.. If anyone e,2019-10-20 08:59 +0000,73,17,0.232876712,1,2,1,11,0,0,2,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.18584E+18,https://twitter.com/dhurtladki/status/1185842885532372992,@Paras36613627 @Abhishe64537509 @tripathi_kalpna @MaheshNayak221 @DEVA_MAAHI @sandeepgpt506 @Skm68161011 @AmitM151 @PrafulbhaiPopa8 @krishdeewani_ @bhole_ki_ladli @ModiBihar @mrraisahab @SunitaJ91849095 @desh1947 Done everyone ... Dm if anyone left,2019-10-20 08:59 +0000,38,1,0.026315789,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.18584E+18,https://twitter.com/dhurtladki/status/1185842266444713984,"#HappyDiwali
#Ramdev https://t.co/12I4N6vrBg",2019-10-20 08:56 +0000,282,40,0.141843972,1,0,1,8,0,0,4,0,0,0,0,0,0,26,26,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.18545E+18,https://twitter.com/dhurtladki/status/1185452969849847808,@AnshulG__1508 @vishakhamishra_ @SharibZaidi5 @Rohit98592043 @mohamma69668708 @naveenn99292476 @RajuSin44175408 @VandanaRajpoot_ @iamdchandan @Ace47583753 @mishrarockey_ Tu rahne de,2019-10-19 07:09 +0000,54,7,0.12962963,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.18545E+18,https://twitter.com/dhurtladki/status/1185452704916623367,@vj9819 @mntlive @Prajjval_ @6_bhupendra @baby_nayra @rktiwari25 @SBadalPradhan @AnilMal59926144 @AmulyaKumarPan8 @ArpitMi58479642 @RajuSin44175408 @sarveshrajpator @Aabhashawasthi @Akhilesh4SP @AnkitSi14041994 Done all... If anyone left reply to this,2019-10-19 07:08 +0000,49,4,0.081632653,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.18543E+18,https://twitter.com/dhurtladki/status/1185434944979402752,"500 followers 😍😍😍
Thanks all friends.
Keep supporting. Love you all.",2019-10-19 05:58 +0000,316,21,0.066455696,0,1,10,9,0,0,1,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.18541E+18,https://twitter.com/dhurtladki/status/1185407754883584000,@vj9819 @mntlive @rktiwari25 @imrobin99 @SharibZaidi5 @VineetKumar0000 @anandpdwivedi @bhgwabhakt @anandjhaoffici1 @Sangamgupta55 @Kushu1012 @Prince_D50 @its_Shivay @khbarbazziii @americi_Trump Done all fb,2019-10-19 04:10 +0000,61,4,0.06557377,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.1854E+18,https://twitter.com/dhurtladki/status/1185396767384195072,@rktiwari25 Done baba,2019-10-19 03:26 +0000,37,2,0.054054054,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.1854E+18,https://twitter.com/dhurtladki/status/1185396345026183169,@bhaumik57650700 Thanks,2019-10-19 03:24 +0000,15,1,0.066666667,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.18525E+18,https://twitter.com/dhurtladki/status/1185248856511959040,@RajuSin44175408 @vishakhamishra_ @SharibZaidi5 @Rohit98592043 @mohamma69668708 @naveenn99292476 @VandanaRajpoot_ @iamdchandan @Ace47583753 @mishrarockey_ Kuch nhi kaam kro apna,2019-10-18 17:38 +0000,29,2,0.068965517,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
